timestamp,latency,tx_bitrate_mbps,latitude,longitude
1754911178,55.9,0.296,48.30385,11.684227
1754911179,54.9,0.296,48.303958,11.684259
1754911180,42.9,0.36,48.304065,11.684293
1754911181,36.6,0.314,48.304172,11.684327
1754911182,44.8,0.386,48.304278,11.684362
1754911183,56.8,0.352,48.304384,11.684399
1754911184,42.8,0.243,48.304489,11.684437
1754911185,44.7,0.319,48.304593,11.684477
1754911186,46.4,0.337,48.304697,11.684516
1754911187,47.6,0.405,48.3048,11.684556
1754911188,50.7,0.305,48.304903,11.684597
1754911189,48.4,0.372,48.305007,11.68464
1754911190,45.9,0.247,48.30511,11.684683
1754911191,48.6,0.279,48.305213,11.684727
1754911192,43.9,0.274,48.305318,11.684773
1754911193,51.0,0.324,48.305422,11.684819
1754911194,46.5,0.366,48.305525,11.684866
1754911195,43.3,0.313,48.305629,11.684913
1754911196,45.0,0.22,48.305733,11.684962
1754911197,47.1,0.261,48.305836,11.685011
1754911198,53.9,0.268,48.305938,11.685062
1754911199,37.6,0.394,48.30604,11.685113
1754911200,46.1,0.348,48.306142,11.685163
1754911201,43.0,0.264,48.306243,11.685213
1754911202,59.9,0.327,48.306344,11.685263
1754911203,37.8,0.312,48.306445,11.685313
1754911204,44.1,0.355,48.306547,11.685364
1754911205,43.8,0.423,48.306648,11.685415
1754911206,46.8,0.308,48.306749,11.685465
1754911207,46.8,0.315,48.30685,11.685516
1754911208,42.7,0.332,48.306952,11.685568
1754911209,47.0,0.251,48.307055,11.685621
1754911210,40.5,0.223,48.307158,11.685673
1754911211,36.3,0.252,48.307261,11.685725
1754911212,45.1,0.23,48.307364,11.685776
1754911213,40.9,0.309,48.307468,11.685828
1754911214,45.1,0.294,48.307571,11.68588
1754911215,48.8,0.334,48.307674,11.685931
1754911216,44.9,0.325,48.307778,11.685982
1754911217,36.8,0.197,48.307883,11.686033
1754911218,59.4,0.295,48.307987,11.686083
1754911219,53.7,0.238,48.30809,11.686133
1754911220,38.3,0.422,48.308193,11.686185
1754911221,49.1,0.266,48.308296,11.686236
1754911222,44.1,0.286,48.308399,11.686288
1754911223,53.2,0.214,48.308502,11.686339
1754911224,50.4,0.244,48.308604,11.686391
1754911225,35.6,0.253,48.308706,11.686441
1754911226,53.3,0.353,48.308808,11.686492
1754911227,42.1,0.308,48.308908,11.686542
1754911228,46.8,0.275,48.309009,11.686593
1754911229,44.9,0.295,48.30911,11.686644
1754911230,39.3,0.245,48.309213,11.686696
1754911231,61.8,0.265,48.309316,11.686748
1754911232,55.8,0.238,48.309419,11.686801
1754911233,39.8,0.33,48.309522,11.686853
1754911234,38.8,0.248,48.309626,11.686904
1754911235,50.7,0.235,48.30973,11.686956
1754911236,44.6,0.279,48.309833,11.687008
1754911237,38.2,0.212,48.309934,11.68706
1754911238,52.0,0.237,48.310036,11.687112
1754911239,41.9,0.314,48.310138,11.687163
1754911240,48.9,0.316,48.310239,11.687214
1754911241,42.8,0.238,48.310339,11.687264
1754911242,42.9,0.3,48.310442,11.687315
1754911243,42.3,0.32,48.310544,11.687366
1754911244,47.2,0.222,48.310645,11.687417
1754911245,41.3,0.275,48.310746,11.687467
1754911246,46.2,0.277,48.310845,11.687515
1754911247,43.8,0.325,48.310943,11.687565
1754911248,38.5,0.258,48.311042,11.687616
1754911249,49.5,0.31,48.311142,11.687667
1754911250,47.6,0.264,48.311242,11.687717
1754911251,45.6,0.253,48.311342,11.687767
1754911252,36.4,0.281,48.311444,11.687816
1754911253,43.8,0.306,48.311546,11.687866
1754911254,52.8,0.228,48.311651,11.687918
1754911255,40.9,0.245,48.311757,11.68797
1754911256,42.3,0.365,48.311861,11.688024
1754911257,48.8,0.402,48.311963,11.688076
1754911258,55.7,0.409,48.312063,11.688129
1754911259,46.8,0.264,48.312163,11.688181
1754911260,42.4,0.273,48.312263,11.688234
1754911261,49.0,0.321,48.312362,11.688286
1754911262,38.9,0.344,48.312464,11.688338
1754911263,44.9,0.308,48.312567,11.68839
1754911264,42.2,0.392,48.312669,11.688442
1754911265,50.0,0.343,48.312772,11.688494
1754911266,44.0,0.293,48.312874,11.688547
1754911267,46.4,0.363,48.312975,11.688599
1754911268,53.8,0.321,48.313077,11.688652
1754911269,44.8,0.329,48.313178,11.688703
1754911270,36.2,0.281,48.313278,11.688753
1754911271,36.9,0.264,48.313376,11.688803
1754911272,59.7,0.27,48.313476,11.688853
1754911273,44.9,0.287,48.313575,11.688904
1754911274,46.8,0.405,48.313675,11.688955
1754911275,51.6,0.374,48.313776,11.689007
1754911276,52.3,0.244,48.313879,11.68906
1754911277,48.8,0.369,48.313982,11.689114
1754911278,50.3,0.426,48.314083,11.689169
1754911279,37.6,0.347,48.314185,11.689223
1754911280,44.4,0.407,48.314286,11.689277
1754911281,45.2,0.248,48.314385,11.689329
1754911282,51.8,0.248,48.314485,11.689381
1754911283,47.0,0.238,48.314586,11.68943
1754911284,43.6,0.418,48.314688,11.689475
1754911285,39.8,0.258,48.314791,11.689518
1754911286,49.0,0.249,48.314892,11.68956
1754911287,45.4,0.377,48.314991,11.689603
1754911288,38.3,0.386,48.315086,11.689645
1754911289,38.2,0.358,48.315174,11.689689
1754911290,51.8,0.331,48.315257,11.689731
1754911291,46.9,0.341,48.315331,11.689769
1754911292,41.1,0.412,48.315395,11.689803
1754911293,44.0,0.397,48.315446,11.689831
1754911294,53.2,0.303,48.315488,11.689853
1754911295,46.5,0.357,48.315518,11.68987
1754911296,49.0,0.248,48.315535,11.689879
1754911297,42.9,0.423,48.315539,11.689881
1754911298,39.1,0.339,48.315539,11.689881
1754911299,44.8,0.248,48.315539,11.689881
1754911300,44.6,0.416,48.315539,11.689881
1754911301,49.0,0.257,48.315539,11.689881
1754911302,39.8,0.343,48.315539,11.689881
1754911303,44.9,0.207,48.315539,11.689881
1754911304,37.9,0.253,48.315539,11.689881
1754911305,47.0,0.377,48.315539,11.689881
1754911306,58.3,0.252,48.315539,11.689881
1754911307,40.0,0.354,48.315539,11.689881
1754911308,44.9,0.302,48.315539,11.689881
1754911309,49.3,0.285,48.315539,11.689881
1754911310,46.5,0.408,48.315539,11.689881
1754911311,48.0,0.274,48.315539,11.689881
1754911312,47.1,0.256,48.315539,11.689881
1754911313,48.1,0.25,48.315539,11.689881
1754911314,44.7,0.31,48.315539,11.689881
1754911315,51.9,0.368,48.315539,11.689881
1754911316,39.8,0.311,48.315539,11.689881
1754911317,45.8,0.32,48.315539,11.689881
1754911318,44.4,0.212,48.315539,11.689881
1754911319,44.1,0.249,48.315539,11.689881
1754911320,50.5,0.335,48.315539,11.689881
1754911321,44.7,0.281,48.315539,11.689881
1754911322,48.8,0.246,48.315539,11.689881
1754911323,53.8,0.446,48.315539,11.689881
1754911324,38.5,0.232,48.315539,11.689881
1754911325,46.0,0.282,48.315541,11.689882
1754911326,59.0,0.361,48.315554,11.689889
1754911327,50.2,0.323,48.31558,11.689904
1754911328,37.0,0.237,48.315612,11.689922
1754911329,47.9,0.353,48.315644,11.68994
1754911330,45.0,0.255,48.315674,11.689957
1754911331,52.9,0.364,48.315702,11.689966
1754911332,47.3,0.36,48.315729,11.689961
1754911333,39.9,0.305,48.315756,11.689936
1754911334,48.3,0.325,48.315778,11.689886
1754911335,51.8,0.288,48.31579,11.689814
1754911336,41.0,0.263,48.315793,11.689723
1754911337,45.7,0.281,48.315792,11.689618
1754911338,44.8,0.277,48.315788,11.6895
1754911339,46.6,0.35,48.31578,11.68937
1754911340,50.8,0.42,48.315769,11.689231
1754911341,44.6,0.27,48.315753,11.689085
1754911342,40.4,0.341,48.315729,11.688935
1754911343,38.6,0.278,48.315699,11.688783
1754911344,44.0,0.349,48.315663,11.688633
1754911345,48.9,0.252,48.315621,11.688484
1754911346,48.9,0.33,48.315573,11.688339
1754911347,40.8,0.421,48.315523,11.688195
1754911348,51.1,0.376,48.315472,11.688053
1754911349,56.2,0.301,48.315424,11.68791
1754911350,47.6,0.382,48.315379,11.687765
1754911351,73.0,0.302,48.315339,11.687616
1754911352,45.5,0.331,48.315306,11.68746
1754911353,50.7,0.264,48.315279,11.6873
1754911354,47.0,0.311,48.315258,11.687136
1754911355,48.2,0.239,48.315243,11.686971
1754911356,55.0,0.277,48.315231,11.686805
1754911357,44.8,0.366,48.315222,11.686642
1754911358,48.7,0.331,48.315211,11.686478
1754911359,57.6,0.365,48.315202,11.686315
1754911360,55.3,0.365,48.315193,11.686153
1754911361,47.0,0.264,48.315183,11.685992
1754911362,47.1,0.418,48.315173,11.68583
1754911363,41.3,0.277,48.315164,11.685669
1754911364,57.7,0.451,48.315155,11.685509
1754911365,51.1,0.328,48.315145,11.68535
1754911366,37.9,0.23,48.315135,11.685189
1754911367,51.9,0.37,48.315125,11.685025
1754911368,44.6,0.372,48.315115,11.684859
1754911369,53.1,0.34,48.315105,11.68469
1754911370,39.7,0.24,48.315095,11.68452
1754911371,47.7,0.286,48.315084,11.684347
1754911372,47.7,0.31,48.315073,11.684171
1754911373,58.1,0.267,48.315062,11.683991
1754911374,46.0,0.28,48.315051,11.683808
1754911375,42.9,0.388,48.315041,11.68362
1754911376,42.0,0.406,48.315031,11.683427
1754911377,52.8,0.272,48.315019,11.68323
1754911378,64.6,0.301,48.315008,11.68303
1754911379,46.4,0.234,48.314996,11.682826
1754911380,40.0,0.426,48.314985,11.682618
1754911381,51.0,0.287,48.314973,11.682407
1754911382,47.8,0.273,48.31496,11.682193
1754911383,47.2,0.325,48.314948,11.681977
1754911384,45.9,0.341,48.314935,11.681759
1754911385,41.9,0.288,48.314922,11.68154
1754911386,47.9,0.398,48.314909,11.681321
1754911387,44.5,0.428,48.314897,11.681101
1754911388,97.9,0.263,48.314883,11.68088
1754911389,38.5,0.374,48.314871,11.680659
1754911390,40.9,0.277,48.314858,11.680439
1754911391,43.1,0.325,48.314845,11.680219
1754911392,47.2,0.323,48.314833,11.679998
1754911393,41.7,0.292,48.314821,11.679778
1754911394,44.7,0.304,48.314808,11.679559
1754911395,49.1,0.379,48.314795,11.679344
1754911396,43.2,0.353,48.314783,11.679131
1754911397,46.7,0.235,48.314772,11.678917
1754911398,41.9,0.267,48.314759,11.678702
1754911399,56.3,0.399,48.314747,11.678487
1754911400,48.7,0.332,48.314734,11.678273
1754911401,40.9,0.427,48.314721,11.678058
1754911402,43.9,0.249,48.314706,11.677844
1754911403,44.6,0.327,48.314689,11.677632
1754911404,41.0,0.39,48.314673,11.67742
1754911405,44.7,0.362,48.314656,11.677209
1754911406,41.8,0.387,48.314639,11.676997
1754911407,56.2,0.299,48.314621,11.676782
1754911408,46.6,0.378,48.314603,11.676568
1754911409,44.6,0.239,48.314585,11.676355
1754911410,62.5,0.224,48.314566,11.676143
1754911411,45.0,0.246,48.314545,11.675933
1754911412,37.9,0.288,48.314521,11.675725
1754911413,41.8,0.305,48.314495,11.675519
1754911414,46.8,0.223,48.314468,11.675314
1754911415,43.9,0.255,48.314441,11.675112
1754911416,36.6,0.31,48.314414,11.674911
1754911417,51.9,0.296,48.314387,11.674712
1754911418,53.4,0.341,48.314361,11.674516
1754911419,38.4,0.395,48.314335,11.674322
1754911420,45.8,0.301,48.31431,11.674133
1754911421,44.9,0.329,48.314285,11.673949
1754911422,38.2,0.351,48.314262,11.673775
1754911423,45.8,0.247,48.31424,11.67361
1754911424,42.7,0.285,48.314219,11.673456
1754911425,60.9,0.428,48.314199,11.673314
1754911426,45.0,0.29,48.314183,11.673188
1754911427,48.9,0.309,48.314169,11.673077
1754911428,46.9,0.325,48.314158,11.672974
1754911429,39.8,0.319,48.314153,11.672875
1754911430,50.6,0.365,48.314158,11.672779
1754911431,39.3,0.436,48.314181,11.67269
1754911432,42.2,0.441,48.314207,11.672604
1754911433,38.8,0.281,48.314217,11.672517
1754911434,44.4,0.277,48.314204,11.672436
1754911435,63.4,0.263,48.314171,11.672371
1754911436,64.6,0.259,48.314126,11.672312
1754911437,51.8,0.327,48.314083,11.672237
1754911438,51.5,0.369,48.314053,11.672139
1754911439,59.2,0.399,48.314031,11.672024
1754911440,55.5,0.36,48.31401,11.671898
1754911441,48.0,0.277,48.313991,11.67176
1754911442,48.7,0.299,48.313971,11.671615
1754911443,50.9,0.294,48.313953,11.671465
1754911444,45.9,0.257,48.313934,11.671313
1754911445,48.3,0.299,48.313914,11.671158
1754911446,46.6,0.346,48.313893,11.671
1754911447,39.6,0.321,48.313871,11.67084
1754911448,67.3,0.311,48.31385,11.670678
1754911449,39.2,0.36,48.313827,11.670516
1754911450,46.5,0.396,48.313805,11.670352
1754911451,44.2,0.362,48.313784,11.670187
1754911452,46.9,0.315,48.313762,11.670022
1754911453,46.9,0.328,48.31374,11.669858
1754911454,43.9,0.315,48.313718,11.669695
1754911455,45.0,0.303,48.313696,11.669534
1754911456,46.7,0.335,48.313675,11.669381
1754911457,58.1,0.257,48.313657,11.669243
1754911458,54.0,0.366,48.313641,11.669123
1754911459,40.0,0.268,48.313627,11.669023
1754911460,45.9,0.331,48.313616,11.668944
1754911461,53.2,0.358,48.313609,11.66889
1754911462,44.4,0.316,48.313604,11.668856
1754911463,41.0,0.384,48.3136,11.668824
1754911464,46.1,0.3,48.313594,11.668774
1754911465,49.4,0.274,48.313584,11.668704
1754911466,46.0,0.254,48.313573,11.668616
1754911467,47.0,0.317,48.313559,11.668511
1754911468,43.7,0.393,48.313544,11.668394
1754911469,44.2,0.432,48.313526,11.668264
1754911470,45.9,0.298,48.313507,11.668123
1754911471,41.0,0.323,48.313486,11.667975
1754911472,54.8,0.41,48.313465,11.667819
1754911473,46.8,0.351,48.313443,11.667658
1754911474,48.1,0.328,48.31342,11.667496
1754911475,47.1,0.44,48.313398,11.667331
1754911476,42.2,0.352,48.313376,11.667165
1754911477,36.7,0.294,48.313353,11.666998
1754911478,36.8,0.349,48.31333,11.66683
1754911479,50.8,0.497,48.313306,11.666661
1754911480,44.6,0.245,48.313283,11.666491
1754911481,37.5,0.321,48.31326,11.666322
1754911482,51.9,0.367,48.313237,11.666154
1754911483,44.9,0.346,48.313213,11.665987
1754911484,45.6,0.24,48.313188,11.665822
1754911485,39.9,0.316,48.313164,11.665658
1754911486,38.1,0.272,48.313139,11.665497
1754911487,50.3,0.308,48.313114,11.665339
1754911488,39.8,0.37,48.31309,11.665184
1754911489,63.0,0.273,48.313066,11.665032
1754911490,38.9,0.372,48.313042,11.664888
1754911491,48.2,0.257,48.313019,11.664755
1754911492,39.9,0.39,48.312996,11.664632
1754911493,59.1,0.249,48.312974,11.664524
1754911494,39.7,0.246,48.312955,11.664432
1754911495,43.2,0.441,48.312939,11.664361
1754911496,45.2,0.279,48.312929,11.664312
1754911497,51.9,0.379,48.312922,11.664284
1754911498,44.8,0.227,48.31292,11.664274
1754911499,38.9,0.313,48.31292,11.664274
1754911500,36.8,0.27,48.31292,11.664274
1754911501,49.6,0.376,48.31292,11.664274
1754911502,43.7,0.256,48.31292,11.664274
1754911503,38.5,0.325,48.31292,11.664274
1754911504,36.1,0.319,48.31292,11.664272
1754911505,43.9,0.3,48.312915,11.664253
1754911506,46.1,0.351,48.312905,11.664208
1754911507,48.8,0.377,48.312891,11.664148
1754911508,42.0,0.247,48.312875,11.664079
1754911509,47.9,0.345,48.312858,11.663997
1754911510,47.3,0.437,48.312836,11.663901
1754911511,44.7,0.234,48.312808,11.663798
1754911512,41.7,0.281,48.312776,11.663684
1754911513,39.8,0.372,48.312742,11.66356
1754911514,48.0,0.271,48.312706,11.663426
1754911515,43.8,0.468,48.312668,11.663285
1754911516,49.9,0.271,48.31263,11.663143
1754911517,47.6,0.297,48.312594,11.663008
1754911518,60.0,0.281,48.31256,11.662882
1754911519,51.9,0.247,48.31253,11.662767
1754911520,39.6,0.27,48.312501,11.662662
1754911521,45.7,0.369,48.312474,11.662564
1754911522,47.8,0.367,48.312447,11.662467
1754911523,55.9,0.347,48.312418,11.662365
1754911524,41.9,0.261,48.312389,11.662259
1754911525,48.8,0.277,48.312359,11.662152
1754911526,55.8,0.254,48.312329,11.662044
1754911527,44.9,0.317,48.312299,11.661936
1754911528,40.6,0.308,48.312269,11.66183
1754911529,43.4,0.254,48.31224,11.661727
1754911530,38.8,0.27,48.312211,11.661622
1754911531,41.3,0.313,48.312181,11.661516
1754911532,41.6,0.349,48.312152,11.66141
1754911533,48.2,0.328,48.312122,11.661305
1754911534,43.9,0.323,48.312093,11.6612
1754911535,48.6,0.338,48.312064,11.661095
1754911536,51.4,0.323,48.312035,11.66099
1754911537,40.5,0.274,48.312005,11.660886
1754911538,48.1,0.377,48.311976,11.660782
1754911539,40.9,0.405,48.311947,11.660678
1754911540,51.4,0.286,48.311919,11.660576
1754911541,47.3,0.223,48.31189,11.660473
1754911542,56.2,0.358,48.311862,11.660371
1754911543,63.9,0.308,48.311834,11.660269
1754911544,50.0,0.353,48.311806,11.660168
1754911545,56.7,0.295,48.311779,11.660068
1754911546,39.9,0.321,48.311752,11.65997
1754911547,44.9,0.415,48.311725,11.659872
1754911548,44.8,0.326,48.311698,11.659775
1754911549,50.8,0.238,48.311671,11.659678
1754911550,52.1,0.266,48.311644,11.65958
1754911551,56.8,0.329,48.311614,11.659474
1754911552,53.7,0.368,48.311582,11.659361
1754911553,53.9,0.331,48.311548,11.659241
1754911554,48.1,0.324,48.311512,11.65911
1754911555,42.3,0.252,48.311472,11.65897
1754911556,40.1,0.337,48.31143,11.658821
1754911557,50.9,0.301,48.311386,11.658667
1754911558,45.8,0.254,48.311343,11.658509
1754911559,52.8,0.219,48.311298,11.658349
1754911560,43.6,0.252,48.311254,11.658188
1754911561,81.6,0.374,48.311211,11.65803
1754911562,38.7,0.3,48.311171,11.657888
1754911563,39.4,0.253,48.311142,11.657779
1754911564,37.5,0.443,48.311122,11.65771
1754911565,50.1,0.439,48.311112,11.657675
1754911566,45.8,0.284,48.311109,11.657665
1754911567,49.5,0.25,48.31111,11.657665
1754911568,53.9,0.349,48.31111,11.657665
1754911569,53.8,0.352,48.31111,11.657665
1754911570,42.9,0.25,48.31111,11.657665
1754911571,36.7,0.291,48.31111,11.657665
1754911572,44.9,0.242,48.31111,11.657665
1754911573,52.8,0.314,48.31111,11.657665
1754911574,46.7,0.251,48.31111,11.657665
1754911575,45.0,0.305,48.31111,11.657665
1754911576,48.8,0.325,48.31111,11.657665
1754911577,50.2,0.323,48.31111,11.657665
1754911578,43.9,0.364,48.31111,11.657665
1754911579,38.0,0.244,48.31111,11.657665
1754911580,42.4,0.361,48.31111,11.657665
1754911581,46.8,0.357,48.31111,11.657665
1754911582,39.0,0.302,48.31111,11.657664
1754911583,43.9,0.239,48.31111,11.657664
1754911584,38.1,0.321,48.31111,11.657664
1754911585,47.8,0.353,48.31111,11.657664
1754911586,52.1,0.369,48.31111,11.657664
1754911587,39.1,0.414,48.31111,11.657664
1754911588,39.2,0.364,48.31111,11.657664
1754911589,43.0,0.251,48.31111,11.657664
1754911590,48.4,0.298,48.31111,11.657664
1754911591,51.9,0.269,48.31111,11.657664
1754911592,48.8,0.257,48.31111,11.657664
1754911593,46.8,0.284,48.31111,11.657664
1754911594,49.8,0.329,48.311105,11.657649
1754911595,43.8,0.324,48.311094,11.657608
1754911596,40.0,0.321,48.311076,11.657544
1754911597,60.0,0.278,48.311052,11.65746
1754911598,52.1,0.46,48.311024,11.657356
1754911599,40.9,0.379,48.31099,11.657235
1754911600,51.8,0.397,48.310951,11.657097
1754911601,36.7,0.316,48.310908,11.656945
1754911602,50.8,0.251,48.310863,11.656783
1754911603,44.7,0.342,48.310817,11.656614
1754911604,38.2,0.327,48.31077,11.656441
1754911605,44.8,0.392,48.310724,11.656269
1754911606,50.0,0.241,48.310678,11.656097
1754911607,46.2,0.227,48.310631,11.655923
1754911608,47.2,0.334,48.310584,11.655749
1754911609,56.1,0.422,48.310537,11.655573
1754911610,47.9,0.437,48.310489,11.655395
1754911611,58.2,0.388,48.310439,11.655211
1754911612,45.9,0.288,48.310387,11.655023
1754911613,41.8,0.322,48.310335,11.654831
1754911614,37.8,0.313,48.31028,11.654637
1754911615,56.0,0.327,48.310223,11.654442
1754911616,44.0,0.434,48.310165,11.654248
1754911617,47.0,0.23,48.310106,11.654056
1754911618,52.8,0.274,48.310045,11.653869
1754911619,36.0,0.387,48.309984,11.653689
1754911620,58.4,0.363,48.309925,11.653523
1754911621,45.0,0.331,48.30987,11.653373
1754911622,38.7,0.239,48.309821,11.653242
1754911623,50.0,0.281,48.309777,11.653131
1754911624,48.5,0.321,48.30974,11.653038
1754911625,49.7,0.328,48.30971,11.65296
1754911626,39.0,0.23,48.309683,11.652892
1754911627,52.5,0.261,48.30966,11.652835
1754911628,48.1,0.219,48.309643,11.652791
1754911629,55.0,0.263,48.309632,11.652765
1754911630,50.0,0.314,48.309629,11.652757
1754911631,38.5,0.299,48.309629,11.652757
1754911632,44.1,0.291,48.309629,11.652757
1754911633,45.9,0.251,48.309629,11.652757
1754911634,41.5,0.359,48.309629,11.652757
1754911635,38.0,0.299,48.309629,11.652757
1754911636,55.1,0.426,48.309629,11.652757
1754911637,37.0,0.318,48.309629,11.652757
1754911638,51.6,0.303,48.309629,11.652757
1754911639,47.0,0.361,48.309629,11.652757
1754911640,41.6,0.401,48.309629,11.652757
1754911641,46.8,0.449,48.309629,11.652757
1754911642,44.5,0.374,48.309629,11.652757
1754911643,57.9,0.303,48.309629,11.652757
1754911644,48.6,0.319,48.309626,11.652749
1754911645,40.0,0.329,48.309614,11.652719
1754911646,51.0,0.355,48.309592,11.652665
1754911647,48.2,0.265,48.309562,11.652592
1754911648,49.0,0.244,48.309524,11.652498
1754911649,40.5,0.272,48.30948,11.652387
1754911650,47.0,0.359,48.30943,11.652262
1754911651,43.7,0.336,48.309376,11.652126
1754911652,46.1,0.243,48.309318,11.651979
1754911653,39.8,0.262,48.309258,11.651825
1754911654,52.0,0.251,48.309195,11.651667
1754911655,40.0,0.256,48.30913,11.651502
1754911656,52.0,0.34,48.309062,11.651332
1754911657,46.8,0.368,48.308992,11.651158
1754911658,40.0,0.35,48.308921,11.650978
1754911659,36.8,0.371,48.308849,11.650798
1754911660,43.0,0.403,48.308777,11.650618
1754911661,60.1,0.328,48.308706,11.650438
1754911662,37.6,0.277,48.308636,11.650258
1754911663,51.0,0.328,48.308567,11.650076
1754911664,46.5,0.274,48.308498,11.649893
1754911665,48.1,0.239,48.308428,11.649711
1754911666,53.9,0.287,48.308356,11.649529
1754911667,47.5,0.378,48.308283,11.649349
1754911668,48.5,0.283,48.308209,11.649169
1754911669,55.9,0.41,48.308135,11.648989
1754911670,47.8,0.265,48.30806,11.648809
1754911671,53.0,0.304,48.307985,11.648626
1754911672,49.6,0.38,48.307908,11.648442
1754911673,53.8,0.237,48.30783,11.648258
1754911674,45.3,0.339,48.307753,11.648073
1754911675,41.9,0.364,48.307676,11.647887
1754911676,44.8,0.292,48.307599,11.6477
1754911677,43.9,0.295,48.307522,11.647513
1754911678,43.1,0.329,48.307445,11.647324
1754911679,48.0,0.3,48.307369,11.647136
1754911680,42.0,0.266,48.307294,11.646949
1754911681,39.1,0.263,48.30722,11.646761
1754911682,47.7,0.402,48.307145,11.646574
1754911683,45.9,0.266,48.307071,11.646387
1754911684,37.8,0.355,48.306997,11.646202
1754911685,50.1,0.232,48.306923,11.646018
1754911686,44.6,0.388,48.306851,11.645837
1754911687,49.7,0.315,48.306779,11.645658
1754911688,45.8,0.241,48.306708,11.645478
1754911689,54.4,0.356,48.306636,11.645298
1754911690,57.3,0.343,48.306564,11.645117
1754911691,38.9,0.322,48.306491,11.644935
1754911692,35.3,0.266,48.306418,11.644751
1754911693,50.9,0.3,48.306345,11.644568
1754911694,51.2,0.292,48.306271,11.644385
1754911695,52.9,0.339,48.306197,11.644203
1754911696,50.0,0.273,48.306124,11.644022
1754911697,44.9,0.441,48.30605,11.643841
1754911698,63.7,0.284,48.305977,11.643661
1754911699,46.8,0.275,48.305903,11.643482
1754911700,37.4,0.236,48.30583,11.643302
1754911701,47.9,0.233,48.305756,11.643123
1754911702,53.1,0.256,48.305683,11.642945
1754911703,37.9,0.321,48.305609,11.642772
1754911704,42.8,0.294,48.305536,11.642601
1754911705,46.7,0.304,48.305464,11.642434
1754911706,47.7,0.291,48.305395,11.642272
1754911707,43.7,0.335,48.30533,11.642118
1754911708,42.9,0.393,48.30527,11.641975
1754911709,45.0,0.328,48.305216,11.641846
1754911710,46.9,0.252,48.305167,11.641733
1754911711,49.7,0.289,48.305124,11.641634
1754911712,48.3,0.239,48.305088,11.641551
1754911713,49.5,0.278,48.30506,11.641486
1754911714,44.2,0.241,48.305039,11.641439
1754911715,44.2,0.315,48.305025,11.641407
1754911716,46.6,0.312,48.305017,11.64139
1754911717,38.8,0.437,48.305016,11.641386
1754911718,47.4,0.331,48.305016,11.641386
1754911719,52.1,0.211,48.305016,11.641386
1754911720,39.7,0.331,48.305016,11.641386
1754911721,49.9,0.359,48.305016,11.641386
1754911722,46.8,0.253,48.305016,11.641386
1754911723,44.0,0.373,48.305016,11.641386
1754911724,46.8,0.394,48.305016,11.641386
1754911725,46.9,0.286,48.305016,11.641386
1754911726,36.0,0.249,48.305016,11.641386
1754911727,51.1,0.352,48.305016,11.641386
1754911728,52.8,0.323,48.305016,11.641386
1754911729,47.8,0.436,48.305016,11.641386
1754911730,55.2,0.424,48.305016,11.641386
1754911731,47.7,0.377,48.305016,11.641386
1754911732,63.9,0.27,48.305016,11.641386
1754911733,44.9,0.349,48.305016,11.641386
1754911734,39.8,0.347,48.305016,11.641386
1754911735,56.7,0.267,48.305016,11.641386
1754911736,50.7,0.232,48.305016,11.641386
1754911737,39.2,0.302,48.305016,11.641386
1754911738,43.5,0.284,48.305016,11.641386
1754911739,40.7,0.326,48.305016,11.641386
1754911740,52.8,0.371,48.305016,11.641386
1754911741,44.8,0.365,48.305016,11.641386
1754911742,39.8,0.248,48.305016,11.641386
1754911743,53.8,0.425,48.305016,11.641386
1754911744,41.0,0.314,48.305016,11.641386
1754911745,46.3,0.387,48.305016,11.641386
1754911746,43.1,0.284,48.305016,11.641386
1754911747,49.8,0.356,48.305016,11.641386
1754911748,54.3,0.395,48.305013,11.64138
1754911749,55.1,0.279,48.305002,11.641354
1754911750,38.0,0.331,48.304981,11.641306
1754911751,35.9,0.346,48.304952,11.641239
1754911752,48.6,0.406,48.304915,11.641154
1754911753,44.0,0.316,48.304871,11.64105
1754911754,38.7,0.285,48.304819,11.640929
1754911755,46.9,0.312,48.30476,11.640794
1754911756,49.8,0.363,48.304695,11.640646
1754911757,60.2,0.323,48.304626,11.640488
1754911758,56.0,0.34,48.304554,11.640319
1754911759,42.6,0.263,48.304478,11.640144
1754911760,46.7,0.286,48.304401,11.639963
1754911761,54.0,0.249,48.304322,11.639779
1754911762,50.2,0.413,48.304244,11.639598
1754911763,49.3,0.405,48.304166,11.639418
1754911764,45.1,0.326,48.304088,11.639236
1754911765,45.0,0.241,48.30401,11.639053
1754911766,47.2,0.282,48.30393,11.638869
1754911767,66.1,0.259,48.30385,11.638681
1754911768,50.8,0.235,48.303769,11.638493
1754911769,37.0,0.338,48.303689,11.638306
1754911770,40.4,0.287,48.30361,11.638121
1754911771,49.7,0.252,48.303531,11.637938
1754911772,52.9,0.261,48.303455,11.637756
1754911773,51.2,0.287,48.303379,11.637577
1754911774,48.0,0.32,48.303307,11.637403
1754911775,48.0,0.337,48.303241,11.637241
1754911776,51.2,0.327,48.303182,11.637095
1754911777,49.1,0.386,48.303129,11.636965
1754911778,42.9,0.239,48.303084,11.636853
1754911779,38.2,0.258,48.303045,11.636757
1754911780,48.9,0.344,48.303012,11.636677
1754911781,48.6,0.286,48.302986,11.636616
1754911782,41.9,0.323,48.30297,11.636578
1754911783,41.4,0.42,48.302963,11.636562
1754911784,48.1,0.334,48.302963,11.636561
