frame_index,video_timestamp_ns,source_timestamp_ns,is_repeat
332,8270335552,1754910543886092282,0
333,8290811521,1754910543906568251,0
334,8318507955,1754910543934264685,0
335,8340301900,1754910543956058630,0
336,8369297901,1754910543985054631,0
337,8393944227,1754910544009700957,0
338,8423164696,1754910544038921426,0
339,8445905089,1754910544061661819,0
340,8472087709,1754910544087844439,0
341,8499364465,1754910544115121195,0
342,8520425132,1754910544136181862,0
343,8541169738,1754910544156926468,0
344,8592612617,1754910544208369347,0
345,8625000000,1754910544208369347,1
346,8628678249,1754910544244434979,0
347,8650940785,1754910544266697515,0
348,8680030730,1754910544295787460,0
349,8691971154,1754910544307727884,0
350,8730535677,1754910544346292407,0
351,8744578587,1754910544360335317,0
352,8774493951,1754910544390250681,0
353,8801958436,1754910544417715166,0
354,8820674791,1754910544436431521,0
355,8846514809,1754910544462271539,0
356,8870967202,1754910544486723932,0
357,8883267012,1754910544499023742,0
358,8925097265,1754910544540853995,0
359,8968473626,1754910544584230356,0
360,8988157985,1754910544603914715,0
361,9017464929,1754910544633221659,0
362,9046640335,1754910544662397065,0
363,9067346024,1754910544683102754,0
364,9087400284,1754910544703157014,0
365,9117388400,1754910544733145130,0
366,9143517904,1754910544759274634,0
367,9170335832,1754910544786092562,0
368,9198994867,1754910544814751597,0
369,9224835865,1754910544840592595,0
370,9244779417,1754910544860536147,0
371,9265675741,1754910544881432471,0
372,9297176765,1754910544912933495,0
373,9325000000,1754910544912933495,1
374,9340440583,1754910544956197313,0
375,9375000000,1754910544956197313,1
376,9378079911,1754910544993836641,0
377,9390924338,1754910545006681068,0
378,9419293694,1754910545035050424,0
379,9452392988,1754910545068149718,0
380,9460332387,1754910545076089117,0
381,9490172042,1754910545105928772,0
382,9514072415,1754910545129829145,0
383,9542154184,1754910545157910914,0
384,9566366577,1754910545182123307,0
385,9599051334,1754910545214808064,0
386,9615020218,1754910545230776948,0
387,9645443171,1754910545261199901,0
388,9680374696,1754910545296131426,0
389,9715300480,1754910545331057210,0
390,9745804682,1754910545361561412,0
391,9771377382,1754910545387134112,0
392,9789921774,1754910545405678504,0
393,9825000000,1754910545405678504,1
394,9825278255,1754910545441034985,0
395,9840074023,1754910545455830753,0
396,9870653561,1754910545486410291,0
397,9890985495,1754910545506742225,0
398,9922059678,1754910545537816408,0
399,9939052981,1754910545554809711,0
400,9970936532,1754910545586693262,0
401,9994015436,1754910545609772166,0
402,10028554589,1754910545644311319,0
403,10050005921,1754910545665762651,0
404,10091457621,1754910545707214351,0
405,10122209276,1754910545737966006,0
406,10144982009,1754910545760738739,0
407,10173529649,1754910545789286379,0
408,10191096207,1754910545806852937,0
409,10219272144,1754910545835028874,0
410,10246542450,1754910545862299180,0
411,10267954591,1754910545883711321,0
412,10299178481,1754910545914935211,0
413,10318229802,1754910545933986532,0
414,10339612938,1754910545955369668,0
415,10371316422,1754910545987073152,0
416,10400000000,1754910545987073152,1
417,10406984379,1754910546022741109,0
418,10421850660,1754910546037607390,0
419,10471085194,1754910546086841924,0
420,10487908017,1754910546103664747,0
421,10525000000,1754910546103664747,1
422,10550000000,1754910546103664747,1
423,10551965586,1754910546167722316,0
424,10569423859,1754910546185180589,0
425,10598926620,1754910546214683350,0
426,10617479365,1754910546233236095,0
427,10642940136,1754910546258696866,0
428,10670509705,1754910546286266435,0
429,10689062829,1754910546304819559,0
430,10721161443,1754910546336918173,0
431,10746138630,1754910546361895360,0
432,10770043427,1754910546385800157,0
433,10796438486,1754910546412195216,0
434,10850000000,1754910546412195216,1
435,10853584300,1754910546469341030,0
436,10870749555,1754910546486506285,0
437,10886576839,1754910546502333569,0
438,10927672449,1754910546543429179,0
439,10940759704,1754910546556516434,0
440,10970766813,1754910546586523543,0
441,10994341762,1754910546610098492,0
442,11019098049,1754910546634854779,0
443,11042429569,1754910546658186299,0
444,11072344958,1754910546688101688,0
445,11093825584,1754910546709582314,0
446,11114471201,1754910546730227931,0
447,11143212329,1754910546758969059,0
448,11172927890,1754910546788684620,0
449,11225000000,1754910546788684620,1
450,11231925293,1754910546847682023,0
451,11251895048,1754910546867651778,0
452,11270754220,1754910546886510950,0
453,11295940111,1754910546911696841,0
454,11321449904,1754910546937206634,0
455,11345769370,1754910546961526100,0
456,11368580549,1754910546984337279,0
457,11404367334,1754910547020124064,0
458,11417652656,1754910547033409386,0
459,11448722726,1754910547064479456,0
460,11480631638,1754910547096388368,0
461,11491338399,1754910547107095129,0
462,11521018499,1754910547136775229,0
463,11551009347,1754910547166766077,0
464,11593636907,1754910547209393637,0
465,11617990004,1754910547233746734,0
466,11647381668,1754910547263138398,0
467,11668288166,1754910547284044896,0
468,11700000000,1754910547284044896,1
469,11707980855,1754910547323737585,0
470,11722292793,1754910547338049523,0
471,11749327316,1754910547365084046,0
472,11777071590,1754910547392828320,0
473,11790326512,1754910547406083242,0
474,11828969537,1754910547444726267,0
475,11847631960,1754910547463388690,0
476,11872633326,1754910547488390056,0
477,11906899236,1754910547522655966,0
478,11924548702,1754910547540305432,0
479,11969768709,1754910547585525439,0
480,11997922060,1754910547613678790,0
481,12025000000,1754910547613678790,1
482,12029891047,1754910547645647777,0
483,12047057367,1754910547662814097,0
484,12067793951,1754910547683550681,0
485,12094734904,1754910547710491634,0
486,12117655044,1754910547733411774,0
487,12137372815,1754910547753129545,0
488,12182248684,1754910547798005414,0
489,12201541153,1754910547817297883,0
490,12219211815,1754910547834968545,0
491,12256040105,1754910547871796835,0
492,12272994626,1754910547888751356,0
493,12293713494,1754910547909470224,0
494,12343694037,1754910547959450767,0
495,12375000000,1754910547959450767,1
496,12381352811,1754910547997109541,0
497,12388791257,1754910548004547987,0
498,12422728051,1754910548038484781,0
499,12446329079,1754910548062085809,0
500,12470222782,1754910548085979512,0
501,12490548990,1754910548106305720,0
502,12524772796,1754910548140529526,0
503,12541315325,1754910548157072055,0
504,12569254711,1754910548185011441,0
505,12594435533,1754910548210192263,0
506,12623748595,1754910548239505325,0
507,12644689164,1754910548260445894,0
508,12667609145,1754910548283365875,0
509,12725000000,1754910548283365875,1
510,12725858610,1754910548341615340,0
511,12750453252,1754910548366209982,0
512,12776446114,1754910548392202844,0
513,12794029770,1754910548409786500,0
514,12827228130,1754910548442984860,0
515,12845205281,1754910548460962011,0
516,12872235231,1754910548487991961,0
517,12891999411,1754910548507756141,0
518,12923638665,1754910548539395395,0
519,12937928108,1754910548553684838,0
520,12976979489,1754910548592736219,0
521,12989506385,1754910548605263115,0
522,13026664320,1754910548642421050,0
523,13054104572,1754910548669861302,0
524,13088423994,1754910548704180724,0
525,13117194766,1754910548732951496,0
526,13150000000,1754910548732951496,1
527,13151874233,1754910548767630963,0
528,13167176074,1754910548782932804,0
529,13190676214,1754910548806432944,0
530,13221415081,1754910548837171811,0
531,13241218439,1754910548856975169,0
532,13271007657,1754910548886764387,0
533,13290825780,1754910548906582510,0
534,13323435904,1754910548939192634,0
535,13336842810,1754910548952599540,0
536,13375440848,1754910548991197578,0
537,13387608080,1754910549003364810,0
538,13419728685,1754910549035485415,0
539,13468718026,1754910549084474756,0
540,13500000000,1754910549084474756,1
541,13506109280,1754910549121866010,0
542,13517839896,1754910549133596626,0
543,13537771129,1754910549153527859,0
544,13573969351,1754910549189726081,0
545,13599729740,1754910549215486470,0
546,13621621869,1754910549237378599,0
547,13646422121,1754910549262178851,0
548,13668592604,1754910549284349334,0
549,13693318633,1754910549309075363,0
550,13719446238,1754910549335202968,0
551,13747479912,1754910549363236642,0
552,13771080180,1754910549386836910,0
553,13792460243,1754910549408216973,0
554,13845749171,1754910549461505901,0
555,13875000000,1754910549461505901,1
556,13875652888,1754910549491409618,0
557,13898595529,1754910549514352259,0
558,13922320540,1754910549538077270,0
559,13940803048,1754910549556559778,0
560,13972218638,1754910549587975368,0
561,13988845340,1754910549604602070,0
562,14027183156,1754910549642939886,0
563,14041232594,1754910549656989324,0
564,14066676788,1754910549682433518,0
565,14093602877,1754910549709359607,0
566,14117864572,1754910549733621302,0
567,14143126916,1754910549758883646,0
568,14170132107,1754910549785888837,0
569,14225000000,1754910549785888837,1
570,14231748653,1754910549847505383,0
571,14243190861,1754910549858947591,0
572,14272471870,1754910549888228600,0
573,14289661792,1754910549905418522,0
574,14318324457,1754910549934081187,0
575,14344816584,1754910549960573314,0
576,14377721222,1754910549993477952,0
577,14398164438,1754910550013921168,0
578,14418373972,1754910550034130702,0
579,14442629076,1754910550058385806,0
580,14479591739,1754910550095348469,0
581,14492051002,1754910550107807732,0
582,14526200863,1754910550141957593,0
583,14544251202,1754910550160007932,0
584,14600000000,1754910550160007932,1
585,14607236473,1754910550222993203,0
586,14621427014,1754910550237183744,0
587,14646514710,1754910550262271440,0
588,14669984132,1754910550285740862,0
589,14688155606,1754910550303912336,0
590,14718458515,1754910550334215245,0
591,14751413144,1754910550367169874,0
592,14775077408,1754910550390834138,0
593,14790888648,1754910550406645378,0
594,14821731634,1754910550437488364,0
595,14842685892,1754910550458442622,0
596,14862754842,1754910550478511572,0
597,14893435442,1754910550509192172,0
598,14917452973,1754910550533209703,0
599,14975000000,1754910550533209703,1
600,14982688064,1754910550598444794,0
601,14990487197,1754910550606243927,0
602,15024582279,1754910550640339009,0
603,15045735560,1754910550661492290,0
604,15071116275,1754910550686873005,0
605,15090265300,1754910550706022030,0
606,15116646211,1754910550732402941,0
607,15143434380,1754910550759191110,0
608,15178491113,1754910550794247843,0
609,15189646104,1754910550805402834,0
610,15218218729,1754910550833975459,0
611,15240960661,1754910550856717391,0
612,15270110172,1754910550885866902,0
613,15300836438,1754910550916593168,0
614,15350000000,1754910550916593168,1
615,15373822750,1754910550989579480,0
616,15391649664,1754910551007406394,0
617,15419649983,1754910551035406713,0
618,15438409333,1754910551054166063,0
619,15470702174,1754910551086458904,0
620,15491425725,1754910551107182455,0
621,15525000000,1754910551107182455,1
622,15526706361,1754910551142463091,0
623,15546162356,1754910551161919086,0
624,15571559612,1754910551187316342,0
625,15596970027,1754910551212726757,0
626,15626555549,1754910551242312279,0
627,15638165878,1754910551253922608,0
628,15669482154,1754910551285238884,0
629,15718131017,1754910551333887747,0
630,15741254461,1754910551357011191,0
631,15769145142,1754910551384901872,0
632,15789198118,1754910551404954848,0
633,15820967302,1754910551436724032,0
634,15841359249,1754910551457115979,0
635,15875000000,1754910551457115979,1
636,15880514091,1754910551496270821,0
637,15890213060,1754910551505969790,0
638,15933407695,1754910551549164425,0
639,15948350084,1754910551564106814,0
640,15978502621,1754910551594259351,0
641,15993582097,1754910551609338827,0
642,16037961335,1754910551653718065,0
643,16046319491,1754910551662076221,0
644,16091980653,1754910551707737383,0
645,16125000000,1754910551707737383,1
646,16136866468,1754910551752623198,0
647,16145515533,1754910551761272263,0
648,16170466664,1754910551786223394,0
649,16192176535,1754910551807933265,0
650,16216560026,1754910551832316756,0
651,16249568650,1754910551865325380,0
652,16271836008,1754910551887592738,0
653,16301705491,1754910551917462221,0
654,16328577630,1754910551944334360,0
655,16369120590,1754910551984877320,0
656,16392530085,1754910552008286815,0
657,16425000000,1754910552008286815,1
658,16450000000,1754910552008286815,1
659,16475000000,1754910552008286815,1
660,16500000000,1754910552008286815,1
661,16525000000,1754910552008286815,1
662,16550000000,1754910552008286815,1
663,16575000000,1754910552008286815,1
664,16600000000,1754910552008286815,1
665,16625000000,1754910552008286815,1
666,16650000000,1754910552008286815,1
667,16675000000,1754910552008286815,1
668,16700000000,1754910552008286815,1
669,16725000000,1754910552008286815,1
670,16750000000,1754910552008286815,1
671,16775000000,1754910552008286815,1
672,16800000000,1754910552008286815,1
673,16825000000,1754910552008286815,1
674,16850000000,1754910552008286815,1
675,16875000000,1754910552008286815,1
676,16900000000,1754910552008286815,1
677,16915715953,1754910552531472683,0
678,16946135620,1754910552561892350,0
679,16975000000,1754910552561892350,1
680,16980345384,1754910552596102114,0
681,16994063860,1754910552609820590,0
682,17020870557,1754910552636627287,0
683,17042801785,1754910552658558515,0
684,17070922862,1754910552686679592,0
685,17098193189,1754910552713949919,0
686,17123869688,1754910552739626418,0
687,17151730667,1754910552767487397,0
688,17169737050,1754910552785493780,0
689,17225000000,1754910552785493780,1
690,17228817794,1754910552844574524,0
691,17246350337,1754910552862107067,0
692,17280167735,1754910552895924465,0
693,17289174327,1754910552904931057,0
694,17323171001,1754910552938927731,0
695,17337703044,1754910552953459774,0
696,17382348705,1754910552998105435,0
697,17395610881,1754910553011367611,0
698,17420355638,1754910553036112368,0
699,17447666428,1754910553063423158,0
700,17471469262,1754910553087225992,0
701,17491332415,1754910553107089145,0
702,17525013016,1754910553140769746,0
703,17550017839,1754910553165774569,0
704,17590695636,1754910553206452366,0
705,17625000000,1754910553206452366,1
706,17632116660,1754910553247873390,0
707,17649027023,1754910553264783753,0
708,17680622184,1754910553296378914,0
709,17691070999,1754910553306827729,0
710,17720456713,1754910553336213443,0
711,17749585567,1754910553365342297,0
712,17766139292,1754910553381896022,0
713,17797635996,1754910553413392726,0
714,17822185195,1754910553437941925,0
715,17839780781,1754910553455537511,0
716,17872340867,1754910553488097597,0
717,17892055516,1754910553507812246,0
718,17929633843,1754910553545390573,0
719,17975000000,1754910553545390573,1
720,17979591518,1754910553595348248,0
721,17988447814,1754910553604204544,0
722,18022490145,1754910553638246875,0
723,18054889531,1754910553670646261,0
724,18065687166,1754910553681443896,0
725,18091594533,1754910553707351263,0
726,18118597558,1754910553734354288,0
727,18151621068,1754910553767377798,0
728,18174238725,1754910553789995455,0
729,18190250949,1754910553806007679,0
730,18221767431,1754910553837524161,0
731,18256484185,1754910553872240915,0
732,18272851274,1754910553888608004,0
733,18289399573,1754910553905156303,0
734,18341305905,1754910553957062635,0
735,18371250975,1754910553987007705,0
736,18388410359,1754910554004167089,0
737,18425000000,1754910554004167089,1
738,18434448280,1754910554050205010,0
739,18472372495,1754910554088129225,0
740,18490943692,1754910554106700422,0
741,18525000000,1754910554106700422,1
742,18526295700,1754910554142052430,0
743,18552774209,1754910554168530939,0
744,18571612587,1754910554187369317,0
745,18625000000,1754910554187369317,1
746,18650000000,1754910554187369317,1
747,18675000000,1754910554187369317,1
748,18700000000,1754910554187369317,1
749,18725000000,1754910554187369317,1
750,18750000000,1754910554187369317,1
751,18775000000,1754910554187369317,1
752,18800000000,1754910554187369317,1
753,18825000000,1754910554187369317,1
754,18850000000,1754910554187369317,1
755,18875000000,1754910554187369317,1
756,18900000000,1754910554187369317,1
757,18925000000,1754910554187369317,1
758,18950000000,1754910554187369317,1
759,18975000000,1754910554187369317,1
760,19000000000,1754910554187369317,1
761,19025000000,1754910554187369317,1
762,19050000000,1754910554187369317,1
763,19075000000,1754910554187369317,1
764,19100000000,1754910554187369317,1
765,19125000000,1754910554187369317,1
766,19126515361,1754910554742272091,0
767,19152709870,1754910554768466600,0
768,19174005401,1754910554789762131,0
769,19191121393,1754910554806878123,0
770,19222767851,1754910554838524581,0
771,19244218894,1754910554859975624,0
772,19273569325,1754910554889326055,0
773,19297127376,1754910554912884106,0
774,19330303646,1754910554946060376,0
775,19352435539,1754910554968192269,0
776,19363092542,1754910554978849272,0
777,19390817329,1754910555006574059,0
778,19420755325,1754910555036512055,0
779,19475000000,1754910555036512055,1
780,19476980147,1754910555092736877,0
781,19493710762,1754910555109467492,0
782,19515305133,1754910555131061863,0
783,19557217648,1754910555172974378,0
784,19575125662,1754910555190882392,0
785,19594112025,1754910555209868755,0
786,19624698185,1754910555240454915,0
787,19651500288,1754910555267257018,0
788,19679754175,1754910555295510905,0
789,19692980102,1754910555308736832,0
790,19726364349,1754910555342121079,0
791,19745010892,1754910555360767622,0
792,19767733980,1754910555383490710,0
793,19801958166,1754910555417714896,0
794,19850000000,1754910555417714896,1
795,19852493725,1754910555468250455,0
796,19882106212,1754910555497862942,0
797,19891499252,1754910555507255982,0
798,19921843816,1754910555537600546,0
799,19943201952,1754910555558958682,0
800,19970892730,1754910555586649460,0
801,19990224652,1754910555605981382,0
802,20023509880,1754910555639266610,0
803,20044619189,1754910555660375919,0
804,20068526970,1754910555684283700,0
805,20091698747,1754910555707455477,0
806,20133492242,1754910555749248972,0
807,20141054045,1754910555756810775,0
808,20177793036,1754910555793549766,0
809,20222458753,1754910555838215483,0
810,20240344352,1754910555856101082,0
811,20268640198,1754910555884396928,0
812,20300000000,1754910555884396928,1
813,20312334147,1754910555928090877,0
814,20350000000,1754910555928090877,1
815,20350529439,1754910555966286169,0
816,20369735447,1754910555985492177,0
817,20401322119,1754910556017078849,0
818,20421633277,1754910556037390007,0
819,20453560508,1754910556069317238,0
820,20485860982,1754910556101617712,0
821,20495689935,1754910556111446665,0
