timestamp,total,lost,time_interval,latitude,longitude
1754914698,4717,0,1.21533,48.301236,11.632942
1754914700,4717,38,1.345478,48.301203,11.632878
1754914702,4717,0,1.348103,48.301174,11.632822
1754914704,4717,0,1.425401,48.301149,11.632774
1754914706,4717,44,1.865074,48.301128,11.632733
1754914709,4717,0,2.471991,48.301112,11.6327
1754914711,4717,0,2.130838,48.301104,11.632684
1754914713,4717,31,1.378353,48.301098,11.632672
1754914715,4717,0,1.102985,48.301096,11.632669
1754914716,4717,27,1.199898,48.301096,11.632669
1754914718,4717,21,1.524686,48.301088,11.632652
1754914720,4717,14,1.425922,48.301061,11.632597
1754914722,4717,12,1.164197,48.301029,11.632532
1754914723,4717,15,1.143052,48.301012,11.6325
1754914725,4717,77,1.080731,48.300978,11.63243
1754914726,4717,351,1.099283,48.30096,11.632395
1754914728,4717,92,1.111508,48.300923,11.632321
1754914729,4717,0,1.104914,48.300905,11.632284
1754914731,4717,0,1.096606,48.300866,11.632205
1754914732,4717,116,1.100167,48.300846,11.632163
1754914734,4717,0,1.100832,48.300805,11.632079
1754914735,4717,19,1.128637,48.300784,11.632035
1754914737,4717,123,1.186102,48.300737,11.631937
1754914738,4717,7,1.206479,48.300716,11.631891
1754914741,4717,2273,1.767733,48.300648,11.631744
1754914743,4717,2212,1.551554,48.300586,11.631644
1754914745,4717,1059,2.018971,48.300501,11.631505
1754914748,4717,1292,2.465688,48.300353,11.631181
1754914751,4717,21,2.560501,48.300177,11.630775
1754914757,4717,425,5.294214,48.299805,11.629914
1754914760,4717,30,2.862542,48.299661,11.629565
1754914763,4717,0,1.34197,48.299602,11.629418
1754914764,4717,0,1.055918,48.299602,11.629415
1754914766,4717,0,1.090643,48.299601,11.629415
1754914767,4717,0,1.076412,48.299602,11.629415
1754914769,4717,0,1.088389,48.299602,11.629415
1754914770,4717,0,1.088483,48.299602,11.629415
1754914771,4717,0,1.090062,48.299602,11.629415
1754914774,4717,1,1.209931,48.299595,11.629398
1754914775,4717,0,1.306129,48.299581,11.629362
1754914777,4717,0,1.415691,48.299535,11.629252
1754914779,4717,592,1.620002,48.299449,11.629165
1754914781,4717,20,1.849433,48.299337,11.629199
1754914784,4717,0,2.79104,48.299141,11.629423
1754914787,4717,0,2.500608,48.298884,11.629712
1754914790,4717,0,2.675231,48.298641,11.630083
1754914792,4717,113,1.670638,48.298541,11.630417
1754914794,4717,66,1.38475,48.298474,11.630784
1754914797,4717,421,1.756073,48.298317,11.631319
1754914798,4717,149,1.075924,48.298223,11.631465
1754914799,4717,121,1.084103,48.29811,11.631588
1754914801,4717,220,1.077921,48.297848,11.631778
1754914802,4717,281,1.086751,48.297704,11.631868
1754914804,4717,369,1.094617,48.297396,11.632077
1754914805,4717,113,1.094567,48.29723,11.632189
1754914807,4717,210,1.096607,48.296874,11.632412
1754914808,4717,368,1.078877,48.296686,11.632524
1754914810,4717,186,1.094958,48.29629,11.632758
1754914811,4717,384,1.073951,48.296084,11.632876
1754914813,4717,173,1.087671,48.295657,11.633116
1754914814,4717,1123,1.176163,48.295439,11.633236
1754914817,4717,624,1.431769,48.29477,11.633594
1754914819,4717,53,1.510306,48.294315,11.633836
1754914822,4717,0,2.391293,48.293618,11.634206
1754914825,4717,61,2.394602,48.292906,11.63458
1754914827,4717,214,2.144334,48.292426,11.634835
1754914829,4717,429,1.663508,48.291942,11.635092
1754914831,4717,0,1.635393,48.291453,11.635352
1754914833,4717,0,1.466892,48.29096,11.635613
1754914835,4717,10,1.630824,48.290463,11.635877
1754914837,4717,15,1.652868,48.289962,11.636143
1754914840,4717,78,1.849868,48.289205,11.636545
1754914842,4717,444,2.193016,48.288697,11.636812
1754914845,4717,1,2.113056,48.287931,11.637216
1754914848,4717,887,1.743643,48.28716,11.637628
1754914851,4717,68,3.004646,48.286382,11.638039
1754914854,4717,179,2.591549,48.285599,11.638453
1754914856,4717,32,1.549262,48.285074,11.638728
1754914858,4717,20,1.506099,48.284547,11.638999
1754914860,4717,1,1.358618,48.284015,11.639261
1754914862,4717,60,1.079096,48.283478,11.63951
1754914864,4717,121,1.082283,48.282938,11.63975
1754914865,4717,19,1.091221,48.282668,11.639868
1754914867,4717,21,1.084872,48.282125,11.640102
1754914868,4717,17,1.100606,48.281852,11.640215
1754914870,4717,1,1.088951,48.281305,11.640432
1754914871,4717,29,1.080604,48.28103,11.640535
1754914873,4717,15,1.083069,48.28048,11.640732
1754914874,4717,4,1.097401,48.280207,11.640826
1754914876,4717,0,1.07078,48.279674,11.64101
1754914878,4717,63,1.091567,48.279154,11.641186
1754914879,4717,35,1.08152,48.278899,11.641271
1754914881,4717,0,1.075891,48.278399,11.641442
1754914882,4717,10,1.096251,48.278154,11.641526
1754914885,4717,33,1.9024,48.277431,11.641773
1754914886,4717,7,1.227576,48.277192,11.641852
1754914888,4717,6,1.550284,48.276722,11.642011
1754914890,4717,0,1.095042,48.276262,11.64217
1754914891,4717,59,1.080208,48.276035,11.642248
1754914894,4717,32,1.081519,48.275352,11.642477
1754914895,4717,2,1.107072,48.275124,11.642553
1754914897,4717,0,1.090444,48.274674,11.642707
1754914898,4717,20,1.107905,48.274452,11.642783
1754914900,4717,0,1.103871,48.274013,11.642931
1754914901,4717,0,1.094949,48.273796,11.643005
1754914903,4717,9,1.224905,48.273366,11.643149
1754914904,4717,83,1.185479,48.273153,11.643219
1754914906,4717,0,1.121124,48.27273,11.643361
1754914907,4717,0,1.085828,48.272519,11.643433
1754914909,4717,123,1.110039,48.272095,11.643575
1754914910,4717,0,1.097588,48.271883,11.643646
1754914912,4717,0,1.157916,48.271458,11.643788
1754914913,4717,0,1.159789,48.271246,11.643861
1754914915,4717,0,1.155723,48.270822,11.644008
1754914917,4717,11,1.09622,48.270398,11.644154
1754914918,4717,0,1.090712,48.270186,11.644227
1754914919,4717,9,1.089729,48.269974,11.644301
1754914921,4717,9,1.119177,48.269554,11.644443
1754914923,4717,42,1.12919,48.269146,11.64458
1754914924,4717,40,1.092059,48.268945,11.644645
1754914926,4717,22,1.10707,48.268542,11.644756
1754914927,4717,0,1.100562,48.26834,11.644808
1754914929,4717,0,1.122013,48.267943,11.644932
1754914930,4717,0,1.183387,48.267751,11.644995
1754914932,4717,86,1.160903,48.267393,11.645117
1754914933,4717,29,1.059495,48.267228,11.645173
1754914935,4717,3,1.117822,48.266928,11.645275
1754914937,4717,82,1.224854,48.266642,11.645356
1754914939,4717,8,1.668182,48.266355,11.645382
1754914941,4717,0,1.710428,48.266081,11.645296
1754914943,4717,0,1.810686,48.265844,11.645101
1754914945,4717,1,1.734233,48.265636,11.644874
1754914947,4717,0,1.094956,48.265433,11.644673
1754914949,4717,0,2.050209,48.265219,11.644533
1754914952,4717,10,1.874257,48.264883,11.644473
1754914955,4717,0,2.309961,48.264569,11.644527
1754914961,4717,715,5.932719,48.264304,11.644571
1754914963,4717,1,1.09084,48.264304,11.644571
1754914964,4717,1,1.095055,48.264304,11.644571
1754914966,4717,0,1.199333,48.264304,11.644571
1754914968,4717,4,1.2092,48.264304,11.644571
1754914969,4717,11,1.384128,48.264304,11.644571
1754914971,4717,11,1.122496,48.264304,11.644571
1754914973,4717,21,1.241824,48.264304,11.644571
1754914974,4717,3,1.384504,48.264304,11.644571
1754914976,4717,30,1.210394,48.264293,11.644571
1754914978,4717,32,1.295159,48.26425,11.644571
1754914979,4717,3,1.078541,48.264226,11.644571
1754914980,4717,0,1.077451,48.264203,11.644572
1754914982,4717,0,1.143912,48.264156,11.644602
1754914983,4717,0,1.12181,48.264133,11.644649
1754914985,4717,0,1.136455,48.264119,11.644818
1754914989,4717,101,3.534381,48.264164,11.645361
1754914991,4717,0,1.715363,48.264184,11.645714
1754914993,4717,5,1.644138,48.264197,11.646103
1754914995,4717,0,1.735606,48.264203,11.646519
1754914997,4717,2,1.907553,48.264205,11.646949
1754914999,4717,0,1.204509,48.264201,11.647393
1754915003,4717,19,2.951703,48.264164,11.648274
1754915005,4717,0,1.467772,48.26414,11.648711
1754915007,4717,3,1.405188,48.264114,11.649143
1754915009,4717,0,1.507391,48.264081,11.649565
1754915011,4717,1,1.941455,48.26404,11.649988
1754915013,4717,2,1.941031,48.263992,11.650429
1754915015,4717,0,1.626287,48.263935,11.650876
1754915018,4717,0,1.589288,48.263842,11.651545
1754915020,4717,0,1.790467,48.263777,11.651985
1754915021,4717,0,1.228238,48.263739,11.652206
1754915024,4717,0,1.999558,48.263604,11.652885
1754915026,4717,16,1.804643,48.263509,11.653336
1754915028,4717,13,1.099259,48.263415,11.653784
1754915030,4717,0,1.864393,48.263319,11.654231
1754915032,4717,0,1.538605,48.263222,11.654677
1754915033,4717,77,1.253247,48.263177,11.654904
1754915035,4717,10,1.088925,48.263089,11.65536
1754915036,4717,37,1.071194,48.263046,11.655582
1754915038,4717,0,1.073987,48.262961,11.656013
1754915039,4717,49,1.123289,48.262918,11.656224
1754915041,4717,0,1.044417,48.262829,11.656635
1754915044,4717,0,1.128084,48.262703,11.657213
1754915045,4717,0,1.093548,48.262664,11.657393
1754915048,4717,0,1.090375,48.262557,11.657892
1754915049,4717,680,1.140306,48.262523,11.658052
1754915052,4717,0,1.16037,48.262423,11.658537
1754915054,4717,0,1.839058,48.26235,11.658865
1754915058,4717,0,2.911103,48.262232,11.659529
1754915062,4717,0,2.180901,48.262189,11.660222
1754915064,4717,0,2.377488,48.26215,11.660579
1754915068,4717,1,2.03798,48.262063,11.661307
1754915070,4717,0,1.994155,48.262019,11.661665
1754915073,4717,0,2.440063,48.261954,11.662207
1754915075,4717,0,2.044747,48.261913,11.662572
1754915078,4717,6,2.484799,48.26185,11.663121
1754915081,4717,0,2.50567,48.261784,11.663674
1754915084,4717,1,2.523811,48.261719,11.664227
1754915088,4717,0,3.220574,48.261633,11.664959
1754915091,4717,8,2.969552,48.261569,11.665506
1754915095,4717,0,2.522733,48.261484,11.666236
1754915099,4717,74,1.978642,48.261392,11.666971
1754915100,4717,83,1.089282,48.26137,11.667156
1754915102,4717,0,1.107848,48.261327,11.667528
1754915103,4717,0,1.114453,48.261305,11.667713
1754915105,4717,0,1.131276,48.26126,11.668085
1754915106,4717,0,1.095778,48.261238,11.668267
1754915108,4717,10,1.108635,48.261199,11.668605
1754915110,4717,0,1.21386,48.261161,11.668911
1754915111,4717,0,1.090496,48.261143,11.669052
1754915113,4717,0,1.086298,48.261109,11.669309
1754915114,4717,0,1.079489,48.261094,11.669425
1754915116,4717,79,1.100596,48.261091,11.669632
1754915117,4717,126,1.089992,48.261117,11.669722
1754915119,4717,0,1.10959,48.261226,11.66985
1754915120,4717,0,1.099976,48.2613,11.669889
1754915122,4717,0,1.139709,48.261464,11.669961
1754915123,4717,342,1.122044,48.261554,11.669997
1754915125,4717,0,1.316401,48.261746,11.670072
1754915127,4717,0,1.226839,48.261951,11.670149
1754915130,4717,0,1.092683,48.262254,11.670267
1754915131,4717,0,1.110522,48.262354,11.670306
1754915134,4717,19,1.097678,48.262648,11.670416
